Username,Rating,Isi Ulasan,Waktu Ulasan
Dewy Lestari,5 bintang,Tugu adalah ikon Jogja Istimewa. view tugu semakin tahun semakin menarik dan indah karena pembangunan daerah sekitar tugu juga semakin cantik. Tak hanya untuk spot foto saja di tugu juga sering digunakan untuk kopdar dan doa-doa bersama. Tugu merupakan titik koordinat pengubung dari Gunung Merapi ke malioboro dan kraton jogja.,6 tahun lalu
Argian,5 bintang,"Icon kota Jogja yang bagus, banyak wisatawan yang berkunjung dan ada juga mengabadikan momen di Tugu Jogja ini",setahun lalu
Arisman Roberkat Simbolon,5 bintang,"Pokoknya wajib deh kunjungin ""tugu jogja"" Yang merupakan ikon dari Yogyakarta, keren dah apalgi buat yang hobi foto dan vlog terlebih diwaktu malam fillnya lebih berasa.",3 tahun lalu
Vicky Setiawan,5 bintang,"Baru pertama kali, biasanya liat di video guyon waton rasanya gak percaya bisa kesini langsung setelah 10 jam perjalanan naik motor",2 tahun lalu
Cardo Bangun,5 bintang,"Icon nya Jogjakarta, selalu rame, apalagi malam hari. Tempat nya aman bagi para wisatawan, orang orang nya ramah, disini rata rata orang mengabadikan moment sekutar 15-30 menit.",6 tahun lalu
dwi Agung,5 bintang,Tempat yang iconic dan paling sering dipake kumpul kumpul menikmati langit jogja dan kopi joss beserta makanan khas angkringan,setahun lalu
Dinarti Feteriani,3 bintang,"Siapa sich yang tidak tau tugu jogja. Terletak ditengah kota, masih garis lurus dengan merapi dan keraton. Setiap pelancong yg datang k kota yogyakarta, pasti menyempatkan diri hanya unt sekedar berfoto dengan latarbelakang tugu yg berwarna putih ini. Apa lagi jika malam hari pasti banyak yg foto2, atau cuma sekedar makan2 dingringan, duduk2 bercengkrama dengan teman menikmati indahnya malam di jogja.",7 tahun lalu
xavelle,5 bintang,"legend banget tugu jogja ini
tiap ke jogja selalu suka pas lewat sini karena bisa fotoin tugunya dari dalem mobil
khas jogja banget, ya iya lah namanya aja tugu jogjaaa ✨✨",4 tahun lalu
Ilma Alfariz,5 bintang,"Lihat tugu jogja dari kebon ndalem di lantai 2 malem hari baguss bgt
Syahdu",7 bulan lalu
Kristianto Wibowo,5 bintang,"Tempat yg indah, salah satu icon jogja",9 bulan lalu
Fransisca Andromeda,5 bintang,"Icon Jogja yabg selalu menarik para wisatawan, bahkan orang lokal setempat pun selalu meramaikan Tugu Jogja ini
Termasuk saya kalau lagi pulkam😆 …",3 tahun lalu
ray wijjaya,5 bintang,"Tempat yg dulu cuma bisa liat di tv, skrg udah bisa liat lgsg ☺️",7 bulan lalu
Rahman Al Mansur,5 bintang,"Salah satu tempat di Jogja yang Recomend buat dikunjungi para traveler yang sedang berada di Area Daerah Istimewa Yogyakarta (Diy).
Monumen yang sering dijadikan mereka untuk mengabadikan moment ketika berada di Yogya.
Pokoknya Asyik deh buat dikunjungi.👍",Diedit 3 tahun lalu
fatin ilfi,5 bintang,Tugu Yogyakarta adalah sebuah tugu atau monumen yang sering dipakai sebagai simbol atau lambang dari kota Yogyakarta. Tugu ini dibangun oleh pemerintah Belanda setelah tugu sebelumnya runtuh akibat gempa yang terjadi waktu itu. Wikipedia,7 tahun lalu
edha ika,5 bintang,Belum ke Jogja klo blm foto di tugu Jogja.. Ayoookkk gaskaaaannn,10 bulan lalu
Shidieq Setiawan,5 bintang,Suasana malam untuk anak muda yang suka kongkow dengan menikmati sajian angkringan dengan menu favourite seafood. Para pensiunan...hmm...boleh juga,2 tahun lalu
Pudji Astuti,5 bintang,"Mencari tempat parkir agak sulit, karena lahan parkir itu ada di bahu jalan pinggiran toko2 sisi kanan dan kiri",3 bulan lalu
Ahmad Zaki Taufiqurrohman,5 bintang,Rekomendasi namun harus melihat waktu agar tidak pas jalanan ramai macet,sebulan lalu
Anisa Dhe,5 bintang,"selamat berpiknik ke tugu. tempatnya cocok buat apa aja deh 🤙🏻 ada penyewaan sepeda gratis juga disana, banyak dengan warung2 kuliner, …",6 tahun lalu
Tirta Kurniawan,5 bintang,"Tempat yg selalu ramai dengan pengunjung, apalagi pas week end",setahun lalu
Mohamad Alfiyanto,5 bintang,"Tugu jogja pemandanganya bagus kalo malam hari pas buat nongkrong, di pinggir jalan juga banyak angkringan yang jual kopi + cemilan asikk pokoknya🥳 …",2 tahun lalu
Hasyim Adnan,3 bintang,Ikon Jogja tp untuk bebas berfoto susah karena tepat di tengah jalan raya.. bahaya jg sih klo ga hati2 ambil foto disini hrs sabar nunggu lampu lalu lintas merah..,6 tahun lalu
Unaiszainab Ummu,5 bintang,"Sampai tugu sudah malam dan ramai sekali.
Cocok untuk spot foto.",8 bulan lalu
tanto wahyu,5 bintang,"Kesini 30 desember 2024.

Salah satu spot khas jogjakarta yg harus dikunjungi walau tak mewah tapi …",setahun lalu
adi prarasetyo,5 bintang,"Tempat dan wisata selfi jogyakarta...
Tempat selfi mengabadikan momen pernah singgah di jogyakarta.tapi harus hati-hati kalo mau selfi,karena tempatnya tepat ditengah-tengah lampu merah jalan raya.padat dan rame lalu lintas,tetap waspada kalo ada motor dan mobil mau lewat.",5 tahun lalu
Samuel Yonatan,5 bintang,"Merupakan icon dari kota Yogyakarta,yang keren untuk dijadikan spot foto, rasanya kurang lengkap kalau ke jogja tidak mampir kesini",6 tahun lalu
novi nuro,5 bintang,"Salah satu icon jogja. Kita bisa berfoto di pinggiran jalan dengan tugu sebagai bg nya. Jangan foto di tengah jalan yah, bahayaa jgn nekat 😊
Saat kesini saya sempat mampir ke Kebon Ndalem Coffe and Eatery, disini bisa ngobrol asyik sambil memandang Tugu Jogja …",3 tahun lalu
Muslims Scientist,4 bintang,"Pas kesini di miniatur ini dikasih pagar besi, tp dibagian depanku tu ga ketutup asal aja masuk krna d dalam emng udh ada orang gtu
Pinternya gw, asal aja ngomong eh ada mobil pelayanan linmas tuh, jan jangan yg …",4 tahun lalu
Hartono Budi,5 bintang,"Tugu yang merupakan salah satu ikon utama Yogyakarta. Tugu Jogja ini berada di tengah perempatan antara jl. Mangkubumi, jl. Jendral Sudirman, Jl. A.M Sangaji, dan Jl. Dipenogoro. …",4 tahun lalu
wahyu septianti,5 bintang,"Icon yogya yg selalu ramai, menikmati tahun baruan disini cukup sangat padat dan ramai. Pastikan badan fit, pakaian nyaman dan menjaga barang bawaan sesimpel mungkin. 👍 …",setahun lalu
irma sy,5 bintang,"Gak lengkap ke Jogja klo gak ke tugu Jogja. Klo mau dapet view Tugu, kalian bisa sambil makan or ngopi cantik di Kebon Ndalem, atau klo malem bisa sambil makan di angkringan",setahun lalu
ge maulani,5 bintang,"Kata temen kalau gak ke tugu, ke jogjanya kurang afdol. Tapi emang iconic banget sih. Gak begitu jauh dari stasiun Tugu juga. Kalau mau fotonya bagus bisa sewa fotografer yang mangkal di sekitar sini. Angkringannya juga enak dan masih ramah kantong. Parkir motornya 5ribu",2 tahun lalu
Jhuna Zhu,5 bintang,"kalau ke Jogya jangan lupa mampir k Tugu Jogya
pokok nya mantap",sebulan lalu
noor hazizah,5 bintang,"Paling bagus malam hari ya, diatas jam 8an klo bisa biar agak sepi klo mau cari spot foto2 yak.. banyak angkringan buat kalian yg mau makan view nya tugu jogja 😉 …",2 tahun lalu
Fahriza Afdal,5 bintang,"Tugu yang menjadi icon kota jogjakarta, yang ramai di lintasi oleh pengendara yang melewatinya",2 bulan lalu
Rizka,5 bintang,Entah sudah berapa kali saya memotret tugu ini setiap kali datang ke jogja 😅,10 bulan lalu
Arief Kustono,5 bintang,tempat yg asik buat nongkrong bersama teman. cocok utk jiwa muda,setahun lalu
muhammad rivaldi,5 bintang,pake jasa foto murah kok cuma 5rb 1 file itung itung berbagi rejeki,setahun lalu
Djojos Soer,5 bintang,"Landmark khas kota yogyakarta, Tugu Golong Gilig namanya. Katanya klo gak foto disini berarti belum ke yogya.",3 tahun lalu
Thoha Burhannudin,5 bintang,Salah satu sumbu filosofi jogja yg masih keren,10 bulan lalu
Sigit Prabowo Ekasworo,5 bintang,"Bangunan bersejarah yg berdiri ditengah jalan. Menurut filosofi, merapi_tugu_kraton dan pantai parangtritis terletak dlm satu garis lurus. Kalo anda mau berfoto di tugu gratisss lur, namun hati2 banyak kendaraaan yg lewat",3 tahun lalu
Muhammad Rosyid,5 bintang,"Objek wisata sejarah, ada monumennya juga di salah satu sudut perempatan jalannya, ada penjelasan singkat tentang sejarahnya.. ada pula miniatur bangunan bersejarah yg menandakan bahwa tugu, jalan, keraton itu satu garis.. tempatnya bersih, ada tempat duduk untuk santai juga, hanya saja banyak kabel listrik yg menurut saya agak mengganggu untuk mendapatkan gambar tugu ini..",7 tahun lalu
Ade Christian Putranto,5 bintang,"Salah satu tempat ikonik di kota jogja
Katanya kalo sudah sampai jogja, tapi belum ke tugu jogja, itu benar benar belum sampai jogjanya
Suka sama suasana pinggir jalanannya, banyak angkringan dengan minuman andalan, kopi joss",2 tahun lalu
Nuri Riani,5 bintang,"Lokasi yg wajib dikunjungi klo di jogja. Udah bagus sekarang, klo mlm bsa main skutter. Pemandangan cantik pokoknya, liat dari arah cafe kebon deh bagus",3 tahun lalu
Irfan Haris,5 bintang,"Ikon Kota Yogyakarta, lokasinya tidak terlalu jauh dari stasiun Yogya, saran saya setelah turun dari stasiun langsung menuju ke tugu dulu saja, setelah itu naik trans yogya turun malioboro, biaya sekitar 3500 per orang",2 tahun lalu
Valentina Dwi,5 bintang,"Tempat yang seru buat jalan jalan,",2 bulan lalu
Story of Me (Aphie),5 bintang,"Tempat yang asik buat nongkrong. Nongkrongnya dipinggir ya bukan di tengah.
Sambil makan *Batik Kukus* - oleh oleh dari Jogja.",6 tahun lalu
Hijoo_47,5 bintang,"Tugu Jogja adalah salah satu landmark yang sangat terkenal di Yogyakarta, Indonesia. Tugu ini memiliki nilai sejarah dan budaya yang tinggi, menjadi simbol kebanggaan bagi penduduk setempat. Bentuknya yang tinggi dan megah dengan ornamen-ornamen khas Jawa menjadikannya objek fotografi yang populer. Selain itu, Tugu Jogja juga sering digunakan sebagai titik pertemuan dan acara budaya. Meskipun sederhana, tugu ini memiliki daya tarik yang kuat dan memberikan pengalaman berkesan bagi pengunjung yang datang ke Yogyakarta.",2 tahun lalu
Sisca Queens,5 bintang,Siapapun yg ke kota Jogja wajib kesini deh... Minimal sekali 😇 …,setahun lalu
JogjaStreet Walk,5 bintang,"Bangunan bersejarah di Jogja, masuk dalam garis imajiner(sumbu filosofi). Ketika Jogja berulang tahun, tempat ini dijadikan ""panggung"" yang megah.

Video lengkapnya ada di youtube Jogja Street Walk.",Diedit 2 tahun lalu
Rizky WR Official,5 bintang,Tugu Jogja merupakan salah satu icon kota Yogyakarta yang sangat terkenal dan penuh dengan sejarah. Tugu Jogja merupakan salah tempat wisata yang sering dikunjungi oleh wisatawan. Tugu Jogja selalu rame dikunjungi wisatawan baik siang ataupun malem hari.,2 tahun lalu
Mas Imammahmudi,5 bintang,Awal tahun 2026 di tugu jogja,2 bulan lalu
antapani,5 bintang,Tugu jogja salah satu spot foto yg berda di kota jogja. kalau mau foto sebaik nya lewat dari jam 12 malam karena sudah sedikit sepii dan bisa lah sedikit ngambil angel foto. di sekitar ada angkringan atau hik yang menjual makanan khas angkringan seperti nasi kucing aneka sate sate an ada susu jahe yg paling penting jangan lupa cobain kopi joss nyaa. harga makanan angkringan murah meriah. tidak ada tiket masuk hanya bayar parkir untuk motor 5rb rupiah saja.,6 tahun lalu
kendy komi,5 bintang,"Suasana Tugu Jogja di pagi hari. Bangunan bersejarah, bisa jadi tempat foto-foto.",setahun lalu
ALDI RESTU PRINGGANA,5 bintang,"Disana banyak berbagai macam makanan yang sangat enak dan lezat, harganya pun cukup standar tidak terlalu menguras kantong. Banyak juga hiburan seperti musik tradisional dan beberapa live musik serta suasana yang sangat merindukan.",4 tahun lalu
siska oktaviani,5 bintang,"Biar lebih paham Jogja, yuk ke tugu.. Disana teman- teman bisa liat miniatur jogja ☺

Untuk tugu menandakan arah merapi.",6 tahun lalu
Eric Wahyu Adianto,5 bintang,"Terletak di tengah tengah kota jogja, tugu ini sudah menjadi ciri khas kota jogja. Belum pernah ke jogja kalau belum pernah foto kesini
Kalau untuk mau foto foto di malam hari harus hati hati karena tugu ini terletak di tengah jalan utama kota jogja, disekitarnua banyak sekali lesehan lesehan",6 tahun lalu
Muhammad Irsyad,5 bintang,"Tempat yg selelu menarik pengunjung dari daerah Lain Entah kenapa, padahal tidak Tau sejarah. Ya itulah Jogja dengan segudang monumen dan tugu tempo dulu yang sangat istimewa",7 tahun lalu
Anggy Kurosaki,5 bintang,"Berhenti di Tugu Yogyakarta karena tempat ini ICONIC kota Yogyakarta. Ditempat tersebut banyak sekali wisatawan yg hendak foto bersama Tugu. Harus sabar mengantri jika ingin berfoto dengan tugu. Kalau saya datang pada tengah malam hari, …",3 tahun lalu
Yoga Jatmiko Putro,5 bintang,"Bicara tentang Jogja gak akan pernah selesai, sebagai ex mahasiswa jogja, tugu salah satu tempat nongkrong asik para kawula muda di jogja, dilihat dari sisi mana saja jogja ttplah istimewa",setahun lalu
elda,5 bintang,Iconic. Banyak wisatawan berhenti foto foto dan duduk di pinggir jalan.,setahun lalu
Putra Andry,4 bintang,"Di sekitar tugu Jogja ada beberapa angkringan yang menjual kopi jos ,biasanya pada malam minggu di tempat ini full banyak di datangi para wisatawan dari luar kota,ada beberapa hiburan di sekitar tugu Jogja salah satu angklung yang selalu …",6 tahun lalu
Hari Baik,5 bintang,gambar diambil jam 3 pagi. bagus kotanya. istimewa,9 bulan lalu
iqbal farkhan,5 bintang,"Tempat yang selalu menjadi candu dan rindu, penuh dengan canda, tawa dan kenangan. Selalu akan menjadi tempat di dalam hatiku. …",2 tahun lalu
Peter Regista,5 bintang,"Rasanya ada yang kurang kalo ke jogja belum mampir di TUGU YOGYAKARTA. Buat foto foto bagus, Nongkrong enak, ngopi-ngopi santai bareng temen enjoy pokoknya. Falta uniknya tuku jogja ini sejajar lurus dengan pantai selatan dan gunung merapi …",7 tahun lalu
Yusuf Ruhbana,5 bintang,tugu jogja bagus bnget....coscok untuk spot foto..disana juga bnyak fotographer nya ..satu file jepretannya pun terrgolong murah hanya 5000 ...dan kita bisa milih foto mana yang mw diambil. prosesnya cepat .,setahun lalu
septiani,5 bintang,Tempat nongkrong yg enak bisa santai sambil menikmati keindahan pemandangan salah satu icon jogja yg wajib dikunjungi,Diedit 3 tahun lalu
Hendri Hermawan,5 bintang,"Tugu jogja tugu bersejarah di kota Yogyakarta .bersama dolanbareng
Tempat nostalgia dan nongkrong bersama .
Tempat ngopi bareng",8 bulan lalu
Nanang warga,5 bintang,Bagus banget tapi sayang kalo jam 9 malam keatas lampu sudah dimatikan membuat kalo foto kurang bagus,4 tahun lalu
Mona Rosalia,5 bintang,"semakin cantik.
parkir motor 3000, ada tempat sewa sekuter.
tempat makan banyak tinggal pilih",4 tahun lalu
Kribobo_greng 78,5 bintang,"Salah satu tujuan para wisatawan untuk berfoto foto dan tempat yang mungkin wajip dikunjungi, aikon Yogyakarta, tidak jauh dari malioboro, bila malah banyak yang berfoto foto dan nongkrong disekirayan tugu, ad juga kadai atau cafe yang …",4 tahun lalu
Syah martian,5 bintang,"Tempat yang sangat di rindukan,bermalam di tugu jogja adalah salah satu ketenangan di tengah malam.",setahun lalu
planet Icikiwir,5 bintang,"Kota kelahiranku, karena suasana sangat berbeda dengan kota kota lain, malioboro yg membuat hati tenang walaupun tidak harus berbelanja, belum juga suasana pantai yg begitu indah..",6 tahun lalu
Cecep CP,5 bintang,"memorable tempatnya.....
minggu pagi ramai ngt disini yg lari pagi
seru 👍 …",9 bulan lalu
ferlianti habibi,5 bintang,"Pokoke tugu makin cakep, meskipun harus dipagari agar yg foto tidak naik². Tapi karena seperti itu yg mau ambil foto jadi makin nekat sampai di jalan sampai sering di klakson². …",3 tahun lalu
Ella Priandika,5 bintang,"Bersih tempatnya, iconic banget tugu ini dan banyak monumen bersejarah di sekitar tugu.",Diedit setahun lalu
Re Wijaya,5 bintang,"Kita pas kesini mau foto2 habis belanja di Dowa, hati2 pas weekend ramai sekali.",4 bulan lalu
Sennsn02 RDzll,5 bintang,"Kl siang panas bgt, tp view malemnya emng gk bisa ditolak",4 bulan lalu
Annosmile Al,4 bintang,"Tugu Jogja merupakan daya tarik utama di kota Yogyakarta yg memiliki nilai filosofis dan historis. Tugu ini bila ditarik lurus dari Gunung Merapi akan segaris dengan Kraton Yogyakarta, Panggung Krapyak, hingga Pantai Parangtritis. Bagi …",Diedit 3 tahun lalu
AN Hidayatullah,5 bintang,Wah Pusat Kota dengan Ikon Tugu Jogja menjadikan destinasi yang bersejarah bagi setiap insan yang berkunjung ke tempat itu. Akan banyak kenangan yang terpatri dalam setiap jiwa yang selalu teringat dalam senyum dan kenangan.. Yogyakarta akan selalu di hati,2 tahun lalu
Marda Annafin Kurniawan,5 bintang,"Setiap lewat sini saya selalu heran dan bertanya dalam hati, “tugu ini kok gak sepi-sepi ya..”. Selalu ramai entah apa yang dicari manusia di sini. Setiap lewat lampu merah di sini saya selalu ambil gambar, berusaha mendapat angle yang …",2 tahun lalu
Gondes Motovlog,5 bintang,"Ke jogja belum sah kalau belum foto di tugu jogja wkwkwk
Ntah gimana ceritanya tugu jogja ini menjadi iconnya jogja soalnya saya sendiri bukan asli orang jogja,aq asline wong palembang tapi bapak wong wates dan mamak …",7 tahun lalu
Dewiirna,5 bintang,"Kata orang"" sih tempat number 1 icon jogja ya yaitu tugu jogja. Emang enak sih nongkrong disini, apalagi skrg udh di renov jd makin bagus aja nih sambil liat orang"" pada foto dan kendaraan berlalulalang. Gapake HTM ya alias free sakarepmu arep muleh tekan kapan 😂 …",7 tahun lalu
Abeng “Unbeaten Firestorm” Sulistyo,5 bintang,"Simbol jogja yang menjadi penghubung garis lurus merapi, tugu, keraton dan pantai selatan.",4 tahun lalu
denns bie,5 bintang,"Kota kuliah ku dulu...Selalu yang dirindukan ""Yogja berhati nyaman""",sebulan lalu
Rahmat Sayuke,5 bintang,"Tempat paling Ikonik di Jogja
Terjaga Tempatnya, Bersejarah & Luar Biasa 🤩 …",setahun lalu
M Fauzi Kurniawan,5 bintang,"Tugu yang terletak di perempatan Jalan Jenderal Sudirman dan Jalan Margo Utomo ini, mempunyai nilai simbolis dan merupakan garis yang bersifat magis menghubungkan laut selatan, kraton Jogja dan gunung merapi",7 tahun lalu
Irawan Laksono,5 bintang,"Alhamdulillah
Masih diberi kesehatan
Bisa beraktifitas aman dan nyaman di jogjakarta …",Diedit 3 tahun lalu
Bobby Ivan,5 bintang,"Honeymoon ke Jogja begitu berkesan
Hari pertama kita jalan-jalan g jauh dari malioboro
Dan salah satu tujuan spot foto tentu di tugu jogja …",Diedit setahun lalu
heri yuwono,5 bintang,"Tugu Yogja merupakan Tugu bersejarah berwarna putih dan emas yang merupakan ikon dari kota Yogya. Travelers wajib foto disini jika berkunjung ke Yogja.
Parkir kendaraan bisa disekitaran angkringan yang tidak jauh dari lokasi.",3 tahun lalu
Wawang Hermawan,5 bintang,"Kenangan masa kuliah dulu, masih sukankesitu utk makan gudeg tugu malam hari",4 bulan lalu
aTaufikur R,5 bintang,"Keren, tempat yang amazing dan romantis, apalagi sekarang dengan wajah baru, kabel-kabel jaringan sdh lewat dalam tanah. Makin keren. Ke Jogja tanpa foto di tugu, belum dianggap ke jogja!",5 tahun lalu
Ghazy Abiyyu,5 bintang,Tempat iconik nya jogja. Dulu bisa foto di deketnya tugu tapi skrng dilarang demi keselamatan dan kenyamanan bersama. Di sekitar situ banyak tempat nongki asik dengan view melihat kesibukan perempatan tugu jogja langsung. Malam jadi salah satu tongkrongan fav mahasiswa dan wisatawan.,2 tahun lalu
