User,Teks,Waktu,Sumber,Teks_Bersih
Footnotetraveler Aldi SP,"Tugu jogja, atau Tugu Golong Gilik salah satu spot dan titik kumpul untuk nongkrong dan menikmati suasana jogja dimalam hari. Tugu jogja juga sebagai salah satu ikonik kota jogja, landscape tugu jogja dimalam hari selalu dapat menghipnotis …",6 tahun lalu,Google Maps (Tugu Jogja),tugu jogja tugu golong gilik salah satu spot titik kumpul nongkrong menikmati suasana jogja dimalam hari tugu jogja sebagai salah satu ikonik kota jogja landscape tugu jogja dimalam hari selalu dapat menghipnotis
Dito Ardiyanto,"Salah satu ikon jogja yg sangat cocok utk didatangi saat malam hari sekaligus belajar fotografi malam dan lightrail,situasi saat sy kesana cukup ramai pejalan kaki banyak juga yg foto2 disini.",3 tahun lalu,Google Maps (Tugu Jogja),salah satu ikon jogja cocok utk didatangi malam hari sekaligus belajar fotografi malam lightrail situasi kesana cukup ramai pejalan kaki foto disini
Alvin Armando,"Bissmillah.
Tugu Jogja atau yang kerap disebut juga Tugu Pal Putih merupakan ikon Kota Yogyakarta yang sangat terkenal di Indonesia. Tidak hanya terlihat unik, tugu yang …",2 tahun lalu,Google Maps (Tugu Jogja),bissmillah tugu jogja kerap disebut tugu pal putih merupakan ikon kota yogyakarta terkenal indonesia terlihat unik tugu
Inha Prawiti,"Ngga afdhol rasanya ke Jogja kalo tanpa ke sini, iconnya kota Jogja nih.",2 tahun lalu,Google Maps (Tugu Jogja),ngga afdhol rasanya jogja tanpa sini iconnya kota jogja nih
Julianti Mandasari,"Mending klo kesini pas sore mo maghrib
Soalnya bagus bgt buat foto",9 bulan lalu,Google Maps (Tugu Jogja),mending klo kesini pas sore maghrib soalnya bagus bgt foto
Aska Arjuna,Tempatnya di simpang 4 / persimpangan jalan yang sangat bagus.....,2 minggu lalu,Google Maps (Tugu Jogja),tempatnya simpang persimpangan jalan bagus
latiffah faradilla,"salah  satu tempat yg bisa di kunjungi saat ke jogja , sekarang di sekeliling tugu banyak tempat untuk nongkrong yg asyik  dan bisa melihat  monumen tugu",setahun lalu,Google Maps (Tugu Jogja),salah satu tempat kunjungi jogja sekarang sekeliling tugu tempat nongkrong asyik melihat monumen tugu
Sugeng Esphi,"Tugu Jogja, ikon, atau land mark kota Jogja yang sudah sangat terkenal, baik bagi turis Nusantara bahkan turis mancanegara.
Terletak ditengah pusat kota, menjadikannya objek menarik untuk berfoto, yang …",3 tahun lalu,Google Maps (Tugu Jogja),tugu jogja ikon land mark kota jogja terkenal baik turis nusantara bahkan turis mancanegara terletak ditengah pusat kota menjadikannya objek menarik berfoto
Hurriah,"Ikon khas Yogyakarta.
Semakin beranjak malam semakin banyak yang nongkrong di pojok sekitar Tugu Jogja. …",3 tahun lalu,Google Maps (Tugu Jogja),ikon khas yogyakarta semakin beranjak malam semakin nongkrong pojok sekitar tugu jogja
Aulia Rahmah (LRhmhAulia),"Datang ke sini Sabtu Malam atau malam Minggu, lalu lintas padat dimana-mana. Untuk view Tugunya bagus (as usually). Dari arah malioboro tepatnya di depan Bakpia Kukus Tugu Jogja ramai wisatawan berfoto. Ada juga sekelompok orang berkostum …",4 tahun lalu,Google Maps (Tugu Jogja),datang sini sabtu malam malam minggu lalu lintas padat dimana mana view tugunya bagus usually arah malioboro tepatnya depan bakpia kukus tugu jogja ramai wisatawan berfoto sekelompok orang berkostum
Ikyu Rafie,"Pengen foto di tugu gak pernah kesampean, parkir di malioboro pengen jalan sampe tugu udah keburu mager karena cukup jauh huftt",Diedit 4 tahun lalu,Google Maps (Tugu Jogja),pengen foto tugu pernah kesampean parkir malioboro pengen jalan sampe tugu keburu mager cukup jauh huftt
Rafif Zahran Haryadi,"Salah satu icon Jogja yang sangat terkenal, di mana saat malam tidak pernah sepi di kawasan ini.",setahun lalu,Google Maps (Tugu Jogja),salah satu icon jogja terkenal mana malam pernah sepi kawasan
Aji Wandito Prabowo,"Tempat bersejarah. Monumen khas provinsi ini. Karena tidak jauh dari Stasiun Yogyakarta, orang sering menyebut stasiun di dekatnya dengan nama Stasiun Tugu (Yogyakarta).",2 tahun lalu,Google Maps (Tugu Jogja),tempat bersejarah monumen khas provinsi jauh stasiun yogyakarta orang sering menyebut stasiun dekatnya nama stasiun tugu yogyakarta
Feri Hendriyas,"belum ke jogja kalo tidak datang ke lokasi ini,,,terutama di malam hari banyak sekali orang yang berpose di area tugu jogja ini,,,selain itu banyak juga pedagang yang berjualan disekitar lokasi & tempat parkirpun sudah di sediakan",7 tahun lalu,Google Maps (Tugu Jogja),belum jogja datang lokasi terutama malam hari sekali orang berpose area tugu jogja selain pedagang berjualan disekitar lokasi tempat parkirpun sediakan
Diky Firmansyah,"Tugu dengan iconic/simbol khas Daerah Istimewa Yogyakarta menjadikan suatu motivasi dan juga impian bagi kami untuk bisa membeli rumah di Jogja dan menjadi warga Jogja. Dari semua kota yang pernah saya kunjungi, hati saya tetap terpikat untuk bisa tinggal di Jogja bersama orang tercinta.",setahun lalu,Google Maps (Tugu Jogja),tugu iconic simbol khas daerah istimewa yogyakarta menjadikan suatu motivasi impian membeli rumah jogja menjadi warga jogja semua kota pernah kunjungi hati tetap terpikat tinggal jogja bersama orang tercinta
Gaffar Nafis,"Candu banget buat refresh pikiran, apalagi waktu malem nya",7 bulan lalu,Google Maps (Tugu Jogja),candu banget refresh pikiran apalagi waktu malem
nafis jadwa,"Yogyakarta, atau Jogja, seperti yang sering disebut dengan penuh kasih, lebih dari sekedar rumah bagi kuil dan istana megah. Ini adalah cerita dan budaya mendalam yang menjelaskan mengapa orang terus datang kembali dan menemukan alasan untuk tinggal.selain orangnya yg ramah jogja memiliki kuliner yg Cukup terjangkau",2 tahun lalu,Google Maps (Tugu Jogja),yogyakarta jogja sering disebut penuh kasih sekedar rumah kuil istana megah adalah cerita budaya mendalam menjelaskan mengapa orang datang kembali menemukan alasan tinggal selain orangnya ramah jogja memiliki kuliner cukup terjangkau
Agung Bjn,"Tugu yang terletak di perempatan Jalan Jenderal Sudirman dan Jalan Margo Utomo ini, mempunyai nilai simbolis yang merupakan garis yang bersifat magis yang menghubungkan Pantai Parangtritis dan Panggung Krapyak di Kabupaten Bantul, Keraton Yogyakarta di Kota Yogyakarta dan Gunung Merapi di Kabupaten Sleman.",setahun lalu,Google Maps (Tugu Jogja),tugu terletak perempatan jalan jenderal sudirman jalan margo utomo mempunyai nilai simbolis merupakan garis bersifat magis menghubungkan pantai parangtritis panggung krapyak kabupaten bantul keraton yogyakarta kota yogyakarta gunung merapi kabupaten sleman
Aprilummu FakhriFattanFatirFaqih,"sekarang sudah dipagar tugu Jogja,sudah kesampaian pegang tugu waktu masih gadis dulu,skrg banyak kuliner,cafe,tempat makan sprti angringan berjejer disekitar tugu dan sll rame disini bahkan sampai tengah malam.karena disini iconnya Jogja selain Malioboro ,gratis lagi",setahun lalu,Google Maps (Tugu Jogja),sekarang dipagar tugu jogja kesampaian pegang tugu waktu masih gadis dulu skrg kuliner cafe tempat makan sprti angringan berjejer disekitar tugu sll rame disini bahkan tengah malam disini iconnya jogja selain malioboro gratis
FUAD ABDUL SALAM,"Ramai lancar,
sudah ada spot² cafe yang poin viewnya tugu jogja mantap sih",setahun lalu,Google Maps (Tugu Jogja),ramai lancar spot cafe poin viewnya tugu jogja mantap
Be Fun,"Tugu yogyakarta, bukan merupakan titik nol kilometer Jogjakarta. beberapa orang mungkin masih ada yang salah menafsirkan tugu ini sebagai nol KM jogja. Monumen Tugu Yogyakarta ini biasanya ramai d padati pengunjung, baik mahasiswa maupun …",4 tahun lalu,Google Maps (Tugu Jogja),tugu yogyakarta bukan merupakan titik nol kilometer jogjakarta beberapa orang mungkin masih salah menafsirkan tugu sebagai nol jogja monumen tugu yogyakarta biasanya ramai padati pengunjung baik mahasiswa maupun
Amin Susanto01,"Tempat yang seru nyaman dan bikin betah,untuk yang mau menghabiskan dan menikmati waktunya ditempat ini sangat cocok apa lagi yang masih muda mudi.
Istimewa",setahun lalu,Google Maps (Tugu Jogja),tempat seru nyaman bikin betah mau menghabiskan menikmati waktunya ditempat cocok masih muda mudi istimewa
Mo Ridwan,Pemandangan malam yang asik nongkrong dan ngopi2 menikmati suasana kota jogja bersama kawan,setahun lalu,Google Maps (Tugu Jogja),pemandangan malam asik nongkrong ngopi menikmati suasana kota jogja bersama kawan
Lury Adrianto Wahyudy,"Sebuah tugu khas yang berada di persimpangan jalan. Di sekitar tugu ininjuga terdapat beberapa coffeeshop yang menghadap ke tugu. Di malam hari, tugu dan kawasan sekitarnya cukup bagus buat bersantai dan menikmati waktu",setahun lalu,Google Maps (Tugu Jogja),sebuah tugu khas berada persimpangan jalan sekitar tugu ininjuga terdapat beberapa coffeeshop menghadap tugu malam hari tugu kawasan sekitarnya cukup bagus bersantai menikmati waktu
DanielAthlas VIII,"Tempatnya Ikonik, selalu menjadi tempat yang wajib didatangi waktu ke jogja",Diedit 6 bulan lalu,Google Maps (Tugu Jogja),tempatnya ikonik selalu menjadi tempat wajib didatangi waktu jogja
Jovanka,"Terakhir foto di tugu, kabel2 listrik banyak banget. Sekarang masih pengerjaan proyek tugu tanpa kabel, sepertinya sudah hampir selesai. Besok kalau proyek tugu sudah selesai, bakal saya upload wajah baru tugu tanpa kabel. Hasil foto bulan november 2020. Akhir bulan desember, tugu sudah bisa digunakan untuk foto2 seperti biasa",Diedit 5 tahun lalu,Google Maps (Tugu Jogja),terakhir foto tugu kabel listrik banget sekarang masih pengerjaan proyek tugu tanpa kabel sepertinya hampir selesai besok proyek tugu selesai bakal upload wajah baru tugu tanpa kabel hasil foto bulan november akhir bulan desember tugu digunakan foto biasa
Nicku Kresnadandy (22610033),"rame, enak buat duduk di pojok mesen kopi sambil ngeliatin jalan",setahun lalu,Google Maps (Tugu Jogja),rame enak duduk pojok mesen kopi sambil ngeliatin jalan
Agesta Aprilia,Icon jogjaaa yg enak bgt malam2 disini,5 bulan lalu,Google Maps (Tugu Jogja),icon jogjaaa enak bgt malam disini
Koesmanto Manto,Pass suasana buat nongkrong sambil melihat pemandangan di depan tugu jogja,2 bulan lalu,Google Maps (Tugu Jogja),pass suasana nongkrong sambil melihat pemandangan depan tugu jogja
Abyan_ 1910,"Bakul Kopi ne banyak, tempat worth it untuk ngopi di timur tugu pas ""Kumpul Kopi"" syahdu pwoll",setahun lalu,Google Maps (Tugu Jogja),bakul kopi tempat worth ngopi timur tugu pas kumpul kopi syahdu pwoll
Joni Arifin,"Menginap dihotel dekat dengan Tugu Jogja, pagi-pagi lari dari Tugu kearah Keraton. Puas menikmati suasana pagi sepanjang jalan Malioboro dan keliling Keraton. Pulangnya naik Bentor balik ke hotel 😁 …",Diedit 2 tahun lalu,Google Maps (Tugu Jogja),menginap dihotel dekat tugu jogja pagi pagi lari tugu kearah keraton puas menikmati suasana pagi sepanjang jalan malioboro keliling keraton pulangnya naik bentor balik hotel
MYJ OFFICIAL,"Pagi sekitar jam 8 : 30 ,lebih tenang melihat hiruk pikuk ...Mantab",setahun lalu,Google Maps (Tugu Jogja),pagi sekitar jam tenang melihat hiruk pikuk mantab
Akhmad Yani,"Gowes ke Tugu Jogjakarta dari Trenggalek, club Gowes Sak Kuat-E yang pesertanya Para pensiunan , usia 60 tahun ke atas.  Sampai di Tugu pada hari Senin, 14 Juni 2021",4 tahun lalu,Google Maps (Tugu Jogja),gowes tugu jogjakarta trenggalek club gowes sak kuat pesertanya para pensiunan usia tahun atas tugu hari senin juni
Sallma Zlvia,"kalo udh ke jogja , rasanya ga pengen balek kerumah. warga ny ramah baik juga, apalgi nginap di deket malioboro pengen bikin rumah disitu wkw",setahun lalu,Google Maps (Tugu Jogja),udh jogja rasanya pengen balek kerumah warga ramah baik apalgi nginap deket malioboro pengen bikin rumah disitu wkw
satria adi,Ramai ketika weekend terutama malam hari,7 bulan lalu,Google Maps (Tugu Jogja),ramai ketika weekend terutama malam hari
Skateboard 8 SIX,"Cukup sangat berubah suasana di tugu Jogja. setelah yang kesekian kalinya mengunjungi.
Angkringan kopi jos sudah tersedia di sepanjang jl Mangkubumi.",3 tahun lalu,Google Maps (Tugu Jogja),cukup berubah suasana tugu jogja setelah kesekian kalinya mengunjungi angkringan kopi jos tersedia sepanjang mangkubumi
febri handayani,Iconnya Jogya hampir tiap bln tugas negara ke kota gudeg ini tp ga pernah bosan klo nongkrong disini 😁🫰 …,2 tahun lalu,Google Maps (Tugu Jogja),iconnya jogya hampir tiap bln tugas negara kota gudeg pernah bosan klo nongkrong disini
Yapto Harkatianto,"Tugu atau monumen yang sering dipakai sebagai simbol atau lambang dari Kota Yogyakarta. Tugu yang terletak di perempatan Jalan Jenderal Sudirman dan Jalan Margo Utomo ini, mempunyai nilai simbolis yang merupakan garis yang bersifat magis …",2 tahun lalu,Google Maps (Tugu Jogja),tugu monumen sering dipakai sebagai simbol lambang kota yogyakarta tugu terletak perempatan jalan jenderal sudirman jalan margo utomo mempunyai nilai simbolis merupakan garis bersifat magis
Ahmad Syeh,"Tugu ini icon jogjakarta, blm afdol klo ke jogja blm berkunjung ke tugu ni. D tugu selalu ramai orang besua foto.",2 tahun lalu,Google Maps (Tugu Jogja),tugu icon jogjakarta blm afdol klo jogja blm berkunjung tugu tugu selalu ramai orang besua foto
Zam B Angga W,"Salah satu ikon di Kota Yogyakarta, Tugu Jogja.

Sekarang tidak bisa foto-foto dengan jarak yang dekat. Poin plusnya, jadi tertata saja. Tidak menimbulkan kemacetan. 👍🏻👍🏻👍🏻👍🏻

Terdapat banyak cafe disekitaran Tugu, ada angkringan juga, dan warung-warung makan.

Sekian,
Terimakasih.",3 tahun lalu,Google Maps (Tugu Jogja),salah satu ikon kota yogyakarta tugu jogja sekarang foto foto jarak dekat poin plusnya tertata menimbulkan kemacetan terdapat cafe disekitaran tugu angkringan warung warung makan sekian terimakasih
Yunia Windawati,"Tempat asik buat nongkrong, menu makan banyak buangettt enaakk semua... ada nasi kulit, nasi telur... indomie topping dan indomie di masak dengan aneka macam ada ramen ada indomie kulite juga... cocok buat ngumpul rame"" , tempat duduk banyak dan suasana pinggir kali kedung putri bikin tambah syahdu... kopi nya juga mantepppp 👍🏽👍🏽👍🏽 …",2 tahun lalu,Google Maps (Tugu Jogja),tempat asik nongkrong menu makan buangettt enaakk semua nasi kulit nasi telur indomie topping indomie masak aneka macam ramen indomie kulite cocok ngumpul rame tempat duduk suasana pinggir kali kedung putri bikin tambah syahdu kopi mantepppp
Ganbatte Qudasae,"Bg yg berkunjung ke kota Jogjakarta Hadiningrat tugu monumen Jogja kembali mrpkn salah 1 destinasi wisata pilihan pengunjung krna ini slh 1 icon kota Jogja itu sendiri, kalian dapat berswafoto disini, disarankan sore saja klw kesini mengingat banyak pengunjung & lalu lintas yg terlalu padat 👍 …",6 tahun lalu,Google Maps (Tugu Jogja),berkunjung kota jogjakarta hadiningrat tugu monumen jogja kembali mrpkn salah destinasi wisata pilihan pengunjung krna slh icon kota jogja sendiri kalian dapat berswafoto disini disarankan sore klw kesini mengingat pengunjung lalu lintas terlalu padat
Deni Wibowo,"Tempat wisata yg tidak perlu mengeluarkan uang sama sekali
Kota yg bersih dari sampah
Penduduknya yg ramah-ramah
Bikin betah di kota Jogja 😁",4 tahun lalu,Google Maps (Tugu Jogja),tempat wisata perlu mengeluarkan uang sekali kota bersih sampah penduduknya ramah ramah bikin betah kota jogja
Riff FAD,"Tugu Jogja bukan sekadar monumen, tapi penanda rindu yang berdiri tegak di tengah denyut Yogyakarta",7 bulan lalu,Google Maps (Tugu Jogja),tugu jogja bukan sekadar monumen penanda rindu berdiri tegak tengah denyut yogyakarta
Meita,"Tempat Yang selalu ingin dikunjungi oleh warga lokal ataupun turis lokal ketika di Jogjakarta. Banyak pertunjukan art ketika akhir pekan, ataupun sekedar duduk-duduk menikmati area tersebut. Banyak cafe ataupun angkringan di area tersebut. Wajin ke sini Kalo ke Jogja.",2 tahun lalu,Google Maps (Tugu Jogja),tempat selalu ingin dikunjungi oleh warga lokal ataupun turis lokal ketika jogjakarta pertunjukan art ketika akhir pekan ataupun sekedar duduk duduk menikmati area tersebut cafe ataupun angkringan area tersebut wajin sini jogja
Bedi Abdul Rohman,Icon jogja yang juga tak pernah sepi pengunjung. Apalagi sudah ada tempat utk pengunjung yang sekadar ingin duduk2 menikmati lalu lalang kendaraan yang melintas atau hanya numpang foto saja. Mayoritas yang berfoto disana tentu kaum milenial yang berburu foto hits untuk feed instagramnya. Biaya yg dikeluarkan hanya parkir motor sebesar 3k,6 tahun lalu,Google Maps (Tugu Jogja),icon jogja tak pernah sepi pengunjung apalagi tempat utk pengunjung sekadar ingin duduk menikmati lalu lalang kendaraan melintas numpang foto mayoritas berfoto disana tentu kaum milenial berburu foto hits feed instagramnya biaya dikeluarkan parkir motor sebesar
Diki Gilng,Sangat senang karna saya sambil jalan kaki. Bisa sambil liat kanan kiri .,sebulan lalu,Google Maps (Tugu Jogja),senang sambil jalan kaki sambil liat kanan kiri
Siva Alesha,Sejuk dan bagus sekali menikmati suasana pagi yg sejuk di kota Jogja,setahun lalu,Google Maps (Tugu Jogja),sejuk bagus sekali menikmati suasana pagi sejuk kota jogja
Amiruz Zamroni,"Jogja selalu istimewa, salah satu destinasi ikonik yaa tugu jogja, letaknya sebenarnya lurus dengan Malioboro, klo jalan kaki bisa sebenarnya
Klo naik kendaraan busa muter2 dulu",5 tahun lalu,Google Maps (Tugu Jogja),jogja selalu istimewa salah satu destinasi ikonik yaa tugu jogja letaknya sebenarnya lurus malioboro klo jalan kaki sebenarnya klo naik kendaraan busa muter dulu
